ts_code,symbol,name,industry,list_date
300318.SZ,300318,博晖创新,医疗保健,20120523
002122.SZ,002122,ST汇洲,机床制造,20070328
002126.SZ,002126,银轮股份,汽车配件,20070418
002130.SZ,002130,沃尔核材,电气设备,20070420
002129.SZ,002129,TCL中环,电气设备,20070420
002127.SZ,002127,南极电商,互联网,20070418
002131.SZ,002131,利欧股份,互联网,20070427
002132.SZ,002132,恒星科技,钢加工,20070427
002134.SZ,002134,天津普林,元器件,20070516
002135.SZ,002135,东南网架,钢加工,20070530
002136.SZ,002136,安纳达,化工原料,20070530
002133.SZ,002133,广宇集团,全国地产,20070427
000338.SZ,000338,潍柴动力,汽车配件,20070430
002128.SZ,002128,电投能源,煤炭开采,20070418
002139.SZ,002139,拓邦股份,元器件,20070629
002137.SZ,002137,实益达,元器件,20070613
002138.SZ,002138,顺络电子,元器件,20070613
002170.SZ,002170,芭田股份,农药化肥,20070919
002140.SZ,002140,东华科技,建筑工程,20070712
002144.SZ,002144,宏达高科,纺织,20070803
002141.SZ,002141,贤丰控股,农业综合,20070720
002142.SZ,002142,宁波银行,银行,20070719
002153.SZ,002153,石基信息,软件服务,20070813
002146.SZ,002146,荣盛发展,全国地产,20070808
002159.SZ,002159,三特索道,旅游服务,20070817
002148.SZ,002148,北纬科技,互联网,20070810
002150.SZ,002150,正泰电源,机械基件,20070810
002152.SZ,002152,广电运通,IT设备,20070813
002149.SZ,002149,西部材料,小金属,20070810
002157.SZ,002157,正邦科技,农业综合,20070817
002155.SZ,002155,湖南黄金,黄金,20070816
002151.SZ,002151,北斗星通,通信设备,20070813
002156.SZ,002156,通富微电,半导体,20070816
002145.SZ,002145,钛能化学,化工原料,20070803
002158.SZ,002158,汉钟精机,工程机械,20070817
002168.SZ,002168,*ST惠程,电气设备,20070919
002160.SZ,002160,常铝股份,铝,20070821
002161.SZ,002161,远望谷,通信设备,20070821
002254.SZ,002254,泰和新材,化纤,20080625
002154.SZ,002154,报喜鸟,服饰,20070816
002164.SZ,002164,宁波东力,机械基件,20070823
002162.SZ,002162,悦心健康,陶瓷,20070823
002163.SZ,002163,海南发展,装修装饰,20070823
002169.SZ,002169,智光电气,电气设备,20070919
002167.SZ,002167,东方锆业,小金属,20070913
002175.SZ,002175,东方智造,电器仪表,20071012
002171.SZ,002171,楚江新材,铜,20070921
002165.SZ,002165,红宝丽,化工原料,20070913
002192.SZ,002192,融捷股份,小金属,20071205
002166.SZ,002166,莱茵生物,中成药,20070913
002172.SZ,002172,澳洋健康,医疗保健,20070921
002174.SZ,002174,游族网络,互联网,20070925
002173.SZ,002173,创新医疗,医疗保健,20070925
002176.SZ,002176,江特电机,小金属,20071012
002179.SZ,002179,中航光电,元器件,20071101
002177.SZ,002177,御银股份,其他商业,20071101
002180.SZ,002180,纳思达,IT设备,20071113
002178.SZ,002178,延华智能,软件服务,20071101
300477.SZ,300477,ST合纵,电气设备,20150610
002183.SZ,002183,怡亚通,仓储物流,20071113
002185.SZ,002185,华天科技,半导体,20071120
002182.SZ,002182,宝武镁业,小金属,20071113
002184.SZ,002184,海得控制,机械基件,20071116
002189.SZ,002189,中光学,元器件,20071203
002188.SZ,002188,中天服务,房产服务,20071122
002187.SZ,002187,广百股份,百货,20071122
002186.SZ,002186,全聚德,酒店餐饮,20071120
002196.SZ,002196,方正电机,纺织机械,20071212
002208.SZ,002208,合肥城建,区域地产,20080128
002193.SZ,002193,如意集团,纺织,20071207
002190.SZ,002190,成飞集成,汽车配件,20071203
002191.SZ,002191,劲嘉股份,广告包装,20071205
002194.SZ,002194,武汉凡谷,通信设备,20071207
002195.SZ,002195,岩山科技,软件服务,20071212
300213.SZ,300213,佳讯飞鸿,通信设备,20110505
002200.SZ,002200,*ST交投,建筑工程,20071221
002199.SZ,002199,*ST东晶,元器件,20071221
002198.SZ,002198,嘉应制药,中成药,20071218
002197.SZ,002197,证通电子,IT设备,20071218
002201.SZ,002201,九鼎新材,玻璃,20071226
002203.SZ,002203,海亮股份,铜,20080116
002202.SZ,002202,金风科技,电气设备,20071226
002204.SZ,002204,大连重工,专用机械,20080116
002205.SZ,002205,国统股份,水泥,20080123
002207.SZ,002207,准油股份,石油开采,20080128
002206.SZ,002206,海利得,化纤,20080123
002209.SZ,002209,达意隆,轻工机械,20080130
002210.SZ,002210,飞马国际,环境保护,20080130
002211.SZ,002211,ST宏达,橡胶,20080201
002213.SZ,002213,大为股份,半导体,20080201
002212.SZ,002212,天融信,软件服务,20080201
002216.SZ,002216,三全食品,食品,20080220
002215.SZ,002215,诺普信,农药化肥,20080218
002214.SZ,002214,*ST大立,电器仪表,20080218
002226.SZ,002226,江南化工,化工原料,20080506
002217.SZ,002217,合力泰,元器件,20080220
002218.SZ,002218,拓日新能,新型电力,20080228
002222.SZ,002222,福晶科技,元器件,20080319
002221.SZ,002221,东华能源,石油加工,20080306
002224.SZ,002224,三力士,橡胶,20080425
002219.SZ,002219,新里程,医疗保健,20080306
002223.SZ,002223,鱼跃医疗,医疗保健,20080418
002225.SZ,002225,濮耐股份,其他建材,20080425
002228.SZ,002228,合兴包装,广告包装,20080508
002227.SZ,002227,奥特迅,电气设备,20080506
002244.SZ,002244,滨江集团,区域地产,20080529
002230.SZ,002230,科大讯飞,软件服务,20080512
002237.SZ,002237,恒邦股份,黄金,20080520
002235.SZ,002235,安妮股份,造纸,20080516
002232.SZ,002232,启明信息,软件服务,20080509
002231.SZ,002231,*ST奥维,通信设备,20080512
002249.SZ,002249,大洋电机,电气设备,20080619
002229.SZ,002229,鸿博股份,广告包装,20080508
002253.SZ,002253,*ST智胜,软件服务,20080623
002234.SZ,002234,民和股份,农业综合,20080516
002246.SZ,002246,北化股份,化工原料,20080605
002233.SZ,002233,塔牌集团,水泥,20080516
002243.SZ,002243,力合科创,广告包装,20080528
002236.SZ,002236,大华股份,IT设备,20080520
002265.SZ,002265,建设工业,专用机械,20080806
002252.SZ,002252,上海莱士,生物制药,20080623
002240.SZ,002240,盛新锂能,小金属,20080523
002247.SZ,002247,聚力文化,其他建材,20080612
002239.SZ,002239,奥特佳,汽车配件,20080522
002238.SZ,002238,天威视讯,影视音像,20080526
002242.SZ,002242,九阳股份,家用电器,20080528
002245.SZ,002245,蔚蓝锂芯,电气设备,20080605
002241.SZ,002241,歌尔股份,元器件,20080522
002248.SZ,002248,华东数控,机床制造,20080612
002263.SZ,002263,大东南,塑料,20080728
002274.SZ,002274,华昌化工,农药化肥,20080925
002251.SZ,002251,步步高,超市连锁,20080619
002256.SZ,002256,兆新股份,新型电力,20080625
002261.SZ,002261,拓维信息,软件服务,20080723
002255.SZ,002255,海陆重工,专用机械,20080625
002259.SZ,002259,升达林业,供气供热,20080716
002262.SZ,002262,恩华药业,化学制药,20080723
002264.SZ,002264,新华都,互联网,20080731
002258.SZ,002258,利尔化学,农药化肥,20080708
002250.SZ,002250,联化科技,化工原料,20080619
002267.SZ,002267,陕天然气,供气供热,20080813
002268.SZ,002268,电科网安,IT设备,20080811
002271.SZ,002271,东方雨虹,其他建材,20080910
002269.SZ,002269,美邦服饰,服饰,20080828
002270.SZ,002270,华明装备,电气设备,20080905
002272.SZ,002272,川润股份,机械基件,20080919
002266.SZ,002266,浙富控股,环境保护,20080806
002275.SZ,002275,桂林三金,中成药,20090710
002273.SZ,002273,水晶光电,元器件,20080919
002396.SZ,002396,星网锐捷,通信设备,20100623
002276.SZ,002276,万马股份,电气设备,20090710
002282.SZ,002282,博深股份,机械基件,20090821
002284.SZ,002284,亚太股份,汽车配件,20090828
002283.SZ,002283,天润工业,汽车配件,20090821
002362.SZ,002362,汉王科技,软件服务,20100303
002277.SZ,002277,友阿股份,百货,20090717
002278.SZ,002278,神开股份,化工机械,20090811
002461.SZ,002461,珠江啤酒,啤酒,20100818
002285.SZ,002285,世联行,房产服务,20090828
002281.SZ,002281,光迅科技,通信设备,20090821
002287.SZ,002287,奇正藏药,中成药,20090828
002286.SZ,002286,保龄宝,食品,20090828
002289.SZ,002289,*ST宇顺,元器件,20090903
300370.SZ,300370,安控科技,电器仪表,20140123
002290.SZ,002290,禾盛新材,家用电器,20090903
002296.SZ,002296,辉煌科技,通信设备,20090929
002295.SZ,002295,精艺股份,铜,20090929
002291.SZ,002291,遥望科技,广告包装,20090903
002300.SZ,002300,太阳电缆,电气设备,20091021
002292.SZ,002292,奥飞娱乐,影视音像,20090910
002293.SZ,002293,罗莱生活,纺织,20090910
002294.SZ,002294,信立泰,化学制药,20090910
002297.SZ,002297,博云新材,航空,20090929
300002.SZ,300002,神州泰岳,互联网,20091030
002599.SZ,002599,盛通股份,广告包装,20110715
002467.SZ,002467,二六三,互联网,20100908
002446.SZ,002446,盛路通信,通信设备,20100713
002448.SZ,002448,中原内配,汽车配件,20100716
002438.SZ,002438,江苏神通,机械基件,20100623
002490.SZ,002490,山东墨龙,化工机械,20101021
002419.SZ,002419,天虹股份,百货,20100601
300445.SZ,300445,康斯特,电器仪表,20150424
300353.SZ,300353,东土科技,通信设备,20120927
300444.SZ,300444,双杰电气,电气设备,20150423
002298.SZ,002298,中电鑫龙,电气设备,20090929
002506.SZ,002506,协鑫集成,电气设备,20101118
002299.SZ,002299,圣农发展,农业综合,20091021
002301.SZ,002301,齐心集团,文教休闲,20091021
002489.SZ,002489,浙江永强,家居用品,20101021
002304.SZ,002304,洋河股份,白酒,20091106
002306.SZ,002306,*ST云网,酒店餐饮,20091111
002365.SZ,002365,永安药业,化学制药,20100305
002302.SZ,002302,西部建设,水泥,20091103
002307.SZ,002307,北新路桥,建筑工程,20091111
002350.SZ,002350,北京科锐,电气设备,20100203
002315.SZ,002315,焦点科技,互联网,20091209
002305.SZ,002305,*ST南置,区域地产,20091106
002303.SZ,002303,美盈森,造纸,20091103
002756.SZ,002756,永兴材料,小金属,20150515
002310.SZ,002310,东方新能,环境保护,20091127
002309.SZ,002309,中利集团,电气设备,20091127
002311.SZ,002311,海大集团,饲料,20091127
002312.SZ,002312,川发龙蟒,化工原料,20091203
002523.SZ,002523,天桥起重,专用机械,20101210
002313.SZ,002313,日海智能,通信设备,20091203
002314.SZ,002314,南山控股,区域地产,20091203
002316.SZ,002316,亚联发展,软件服务,20091209
002356.SZ,002356,赫美集团,其他商业,20100209
002318.SZ,002318,久立特材,特种钢,20091211
002327.SZ,002327,富安娜,纺织,20091230
002317.SZ,002317,众生药业,中成药,20091211
002319.SZ,002319,乐通股份,染料涂料,20091211
002474.SZ,002474,榕基软件,软件服务,20100915
002321.SZ,002321,华英农业,农业综合,20091216
300010.SZ,300010,豆神教育,软件服务,20091030
300001.SZ,300001,特锐德,电气设备,20091030
002331.SZ,002331,皖通科技,软件服务,20100106
300004.SZ,300004,南风股份,电气设备,20091030
300008.SZ,300008,天海防务,船舶,20091030
300003.SZ,300003,乐普医疗,医疗保健,20091030
300006.SZ,300006,莱美药业,化学制药,20091030
300007.SZ,300007,汉威科技,电器仪表,20091030
300014.SZ,300014,亿纬锂能,电气设备,20091030
300009.SZ,300009,安科生物,生物制药,20091030
300011.SZ,300011,鼎汉技术,运输设备,20091030
300005.SZ,300005,探路者,服饰,20091030
300013.SZ,300013,新宁物流,仓储物流,20091030
002328.SZ,002328,新朋股份,汽车配件,20091230
300012.SZ,300012,华测检测,电器仪表,20091030
300018.SZ,300018,中元股份,电气设备,20091030
300071.SZ,300071,福石控股,广告包装,20100421
300017.SZ,300017,网宿科技,软件服务,20091030
300015.SZ,300015,爱尔眼科,医疗保健,20091030
300019.SZ,300019,硅宝科技,化工原料,20091030
300020.SZ,300020,ST银江,软件服务,20091030
300022.SZ,300022,吉峰科技,农用机械,20091030
300024.SZ,300024,机器人,专用机械,20091030
300021.SZ,300021,大禹节水,建筑工程,20091030
300033.SZ,300033,同花顺,软件服务,20091225
002320.SZ,002320,海峡股份,水运,20091216
300027.SZ,300027,华谊兄弟,影视音像,20091030
300026.SZ,300026,红日药业,中成药,20091030
300025.SZ,300025,华星创业,通信设备,20091030
002324.SZ,002324,普利特,塑料,20091218
002322.SZ,002322,理工能科,软件服务,20091218
002323.SZ,002323,雅博股份,建筑工程,20091218
002326.SZ,002326,永太科技,化工原料,20091222
002330.SZ,002330,得利斯,食品,20100106
002329.SZ,002329,皇氏集团,乳制品,20100106
002333.SZ,002333,罗普斯金,其他建材,20100112
002332.SZ,002332,仙琚制药,化学制药,20100112
002334.SZ,002334,英威腾,电气设备,20100113
002337.SZ,002337,赛象科技,化工机械,20100115
002335.SZ,002335,科华数据,电气设备,20100113
002338.SZ,002338,奥普光电,电器仪表,20100115
002340.SZ,002340,格林美,小金属,20100122
002561.SZ,002561,徐家汇,百货,20110303
002339.SZ,002339,积成电子,电气设备,20100122
002344.SZ,002344,海宁皮城,商品城,20100126
300031.SZ,300031,宝通科技,互联网,20091225
300139.SZ,300139,晓程科技,黄金,20101112
002342.SZ,002342,巨力索具,机械基件,20100126
002538.SZ,002538,司尔特,农药化肥,20110118
002343.SZ,002343,慈文传媒,影视音像,20100126
002345.SZ,002345,潮宏基,服饰,20100128
002346.SZ,002346,柘中股份,电气设备,20100128
002347.SZ,002347,泰尔股份,机械基件,20100128
002348.SZ,002348,高乐股份,文教休闲,20100203
002381.SZ,002381,双箭股份,橡胶,20100402
300034.SZ,300034,钢研高纳,航空,20091225
300032.SZ,300032,金龙机电,元器件,20091225
002349.SZ,002349,精华制药,中成药,20100203
002351.SZ,002351,漫步者,IT设备,20100205
002352.SZ,002352,顺丰控股,仓储物流,20100205
002591.SZ,002591,恒大高新,环境保护,20110621
002355.SZ,002355,兴民智通,汽车配件,20100209
002353.SZ,002353,杰瑞股份,化工机械,20100205
300029.SZ,300029,*ST天龙,建筑工程,20091225
002354.SZ,002354,天娱数科,互联网,20100209
300035.SZ,300035,中科电气,电气设备,20091225
300247.SZ,300247,融捷健康,医疗保健,20110729
300036.SZ,300036,超图软件,软件服务,20091225
300030.SZ,300030,阳普医疗,医疗保健,20091225
002358.SZ,002358,森源电气,电气设备,20100210
002549.SZ,002549,凯美特气,环境保护,20110218
300041.SZ,300041,回天新材,化工原料,20100108
300037.SZ,300037,新宙邦,化工原料,20100108
002357.SZ,002357,富临运业,公共交通,20100210
002455.SZ,002455,百川股份,化工原料,20100803
002370.SZ,002370,亚太药业,化学制药,20100316
002375.SZ,002375,亚厦股份,装修装饰,20100323
002369.SZ,002369,卓翼科技,通信设备,20100316
300040.SZ,300040,九洲集团,新型电力,20100108
002360.SZ,002360,同德化工,化工原料,20100303
002364.SZ,002364,中恒电气,电气设备,20100305
300039.SZ,300039,上海凯宝,中成药,20100108
002367.SZ,002367,康力电梯,运输设备,20100312
002366.SZ,002366,融发核电,专用机械,20100312
002361.SZ,002361,神剑股份,化工原料,20100303
002368.SZ,002368,太极股份,软件服务,20100312
002374.SZ,002374,中锐股份,广告包装,20100318
300042.SZ,300042,朗科科技,IT设备,20100108
300045.SZ,300045,华力创通,IT设备,20100120
300049.SZ,300049,福瑞医科,医疗保健,20100120
300047.SZ,300047,天源迪科,软件服务,20100120
002371.SZ,002371,北方华创,半导体,20100316
300048.SZ,300048,合康新能,电气设备,20100120
002373.SZ,002373,千方科技,软件服务,20100318
002380.SZ,002380,科远智慧,软件服务,20100331
002566.SZ,002566,益盛药业,中成药,20110318
002372.SZ,002372,伟星新材,其他建材,20100318
002376.SZ,002376,新北洋,IT设备,20100323
002397.SZ,002397,梦洁股份,纺织,20100429
002378.SZ,002378,章源钨业,小金属,20100331
300050.SZ,300050,世纪鼎利,通信设备,20100120
300044.SZ,300044,ST赛为,软件服务,20100120
300046.SZ,300046,台基股份,半导体,20100120
300043.SZ,300043,星辉娱乐,互联网,20100120
002383.SZ,002383,合众思壮,通信设备,20100402
002363.SZ,002363,隆基机械,汽车配件,20100305
002379.SZ,002379,宏桥控股,铝,20100331
002382.SZ,002382,蓝帆医疗,医疗保健,20100402
002421.SZ,002421,达实智能,软件服务,20100603
300277.SZ,300277,海联讯,机械基件,20111123
300051.SZ,300051,琏升科技,综合类,20100211
002392.SZ,002392,北京利尔,其他建材,20100423
002630.SZ,002630,ST华西,专用机械,20111111
002385.SZ,002385,大北农,饲料,20100409
002384.SZ,002384,东山精密,元器件,20100409
002386.SZ,002386,天原股份,化工原料,20100409
002377.SZ,002377,国创高新,其他建材,20100323
300052.SZ,300052,ST中青宝,互联网,20100211
300054.SZ,300054,鼎龙股份,化工原料,20100211
300264.SZ,300264,佳创视讯,软件服务,20110916
002394.SZ,002394,联发股份,纺织,20100423
002393.SZ,002393,力生制药,化学制药,20100423
002388.SZ,002388,新亚制程,元器件,20100413
300053.SZ,300053,航宇微,半导体,20100211
300057.SZ,300057,万顺新材,铝,20100226
300055.SZ,300055,万邦达,石油加工,20100226
300056.SZ,300056,中创环保,环境保护,20100226
300058.SZ,300058,蓝色光标,广告包装,20100226
002407.SZ,002407,多氟多,化工原料,20100518
002387.SZ,002387,维信诺,元器件,20100413
002395.SZ,002395,双象股份,塑料,20100429
002389.SZ,002389,航天彩虹,航空,20100413
002398.SZ,002398,垒知集团,其他建材,20100506
002390.SZ,002390,信邦制药,医药商业,20100416
002391.SZ,002391,长青股份,农药化肥,20100416
002399.SZ,002399,海普瑞,化学制药,20100506
002410.SZ,002410,广联达,软件服务,20100525
002408.SZ,002408,齐翔腾达,化工原料,20100518
002401.SZ,002401,中远海科,软件服务,20100506
002400.SZ,002400,省广集团,广告包装,20100506
002404.SZ,002404,嘉欣丝绸,纺织,20100511
002406.SZ,002406,远东传动,汽车配件,20100518
300059.SZ,300059,东方财富,证券,20100319
002808.SZ,002808,*ST恒久,元器件,20160812
002405.SZ,002405,四维图新,软件服务,20100518
002403.SZ,002403,爱仕达,家用电器,20100511
002402.SZ,002402,和而泰,元器件,20100511
002409.SZ,002409,雅克科技,半导体,20100525
002412.SZ,002412,汉森制药,中成药,20100525
300061.SZ,300061,旗天科技,互联网,20100319
002416.SZ,002416,爱施德,电器连锁,20100528
002415.SZ,002415,海康威视,IT设备,20100528
002414.SZ,002414,高德红外,电器仪表,20100716
002413.SZ,002413,雷科防务,通信设备,20100528
300098.SZ,300098,高新兴,软件服务,20100728
300062.SZ,300062,中能电气,电气设备,20100319
300087.SZ,300087,荃银高科,种植业,20100526
300066.SZ,300066,三川智慧,电器仪表,20100326
002425.SZ,002425,凯撒文化,互联网,20100608
300063.SZ,300063,天龙集团,互联网,20100326
300065.SZ,300065,海兰信,船舶,20100326
300068.SZ,300068,南都电源,电气设备,20100421
002418.SZ,002418,康盛股份,家用电器,20100601
002420.SZ,002420,毅昌科技,家用电器,20100601
002422.SZ,002422,科伦药业,化学制药,20100603
002423.SZ,002423,中粮资本,多元金融,20100603
002428.SZ,002428,云南锗业,小金属,20100608
002442.SZ,002442,龙星科技,化工原料,20100706
002424.SZ,002424,ST百灵,中成药,20100603
002426.SZ,002426,胜利精密,元器件,20100608
002427.SZ,002427,尤夫股份,化纤,20100608
002431.SZ,002431,棕榈股份,建筑工程,20100610
002456.SZ,002456,欧菲光,元器件,20100803
002644.SZ,002644,佛慈制药,中成药,20111222
002430.SZ,002430,杭氧股份,化工机械,20100610
002459.SZ,002459,晶澳科技,电气设备,20100810
300073.SZ,300073,当升科技,电气设备,20100427
300070.SZ,300070,碧水源,环境保护,20100421
002432.SZ,002432,九安医疗,医疗保健,20100610
002429.SZ,002429,兆驰股份,家用电器,20100610
002434.SZ,002434,万里扬,汽车配件,20100618
002436.SZ,002436,兴森科技,元器件,20100618
300076.SZ,300076,GQY视讯,IT设备,20100430
300072.SZ,300072,海新能科,化工原料,20100427
300105.SZ,300105,龙源技术,环境保护,20100820
300069.SZ,300069,金利华电,电气设备,20100421
300067.SZ,300067,安诺其,染料涂料,20100421
002440.SZ,002440,闰土股份,染料涂料,20100706
002437.SZ,002437,誉衡药业,化学制药,20100623
002443.SZ,002443,金洲管道,钢加工,20100706
002622.SZ,002622,皓宸医疗,医疗保健,20111018
300080.SZ,300080,易成新能,电气设备,20100625
300075.SZ,300075,数字政通,软件服务,20100427
002613.SZ,002613,北玻股份,专用机械,20110830
300078.SZ,300078,思创智联,软件服务,20100430
300074.SZ,300074,华平股份,软件服务,20100427
300079.SZ,300079,数码视讯,IT设备,20100430
300083.SZ,300083,创世纪,机床制造,20100520
002439.SZ,002439,启明星辰,软件服务,20100623
300077.SZ,300077,国民技术,半导体,20100430
300082.SZ,300082,奥克股份,化工原料,20100520
002469.SZ,002469,三维化学,化工原料,20100908
002441.SZ,002441,众业达,电气设备,20100706
300235.SZ,300235,方直科技,软件服务,20110629
300084.SZ,300084,海默科技,专用机械,20100520
002444.SZ,002444,巨星科技,轻工机械,20100713
002492.SZ,002492,恒基达鑫,仓储物流,20101102
002466.SZ,002466,天齐锂业,小金属,20100831
002445.SZ,002445,中南文化,钢加工,20100713
300238.SZ,300238,冠昊生物,医疗保健,20110706
300086.SZ,300086,康芝药业,化学制药,20100526
300101.SZ,300101,振芯科技,通信设备,20100806
002449.SZ,002449,国星光电,半导体,20100716
300091.SZ,300091,*ST金灵,机械基件,20100625
300081.SZ,300081,恒信东方,文教休闲,20100520
002458.SZ,002458,益生股份,农业综合,20100810
002451.SZ,002451,摩恩电气,电气设备,20100720
300272.SZ,300272,开能健康,家用电器,20111102
300088.SZ,300088,长信科技,元器件,20100526
300096.SZ,300096,ST易联众,软件服务,20100728
002457.SZ,002457,青龙管业,塑料,20100803
002529.SZ,002529,*ST海源,专用机械,20101224
002452.SZ,002452,长高电新,电气设备,20100720
002454.SZ,002454,松芝股份,汽车配件,20100720
002453.SZ,002453,华软科技,化工原料,20100720
002460.SZ,002460,赣锋锂业,小金属,20100810
300085.SZ,300085,银之杰,软件服务,20100526
300179.SZ,300179,四方达,矿物制品,20110215
300097.SZ,300097,ST智云,专用机械,20100728
002463.SZ,002463,沪电股份,元器件,20100818
002462.SZ,002462,嘉事堂,医药商业,20100818
300099.SZ,300099,尤洛卡,电器仪表,20100806
300093.SZ,300093,*ST金刚,电气设备,20100708
300253.SZ,300253,卫宁健康,软件服务,20110818
300094.SZ,300094,国联水产,渔业,20100708
300124.SZ,300124,汇川技术,电器仪表,20100928
300152.SZ,300152,ST新动力,环境保护,20101229
300321.SZ,300321,同大股份,塑料,20120523
300095.SZ,300095,华伍股份,专用机械,20100728
300245.SZ,300245,天玑科技,软件服务,20110719
300092.SZ,300092,科新机电,专用机械,20100708
300100.SZ,300100,双林股份,汽车配件,20100806
002496.SZ,002496,*ST辉丰,农药化肥,20101109
300103.SZ,300103,达刚控股,专用机械,20100812
300102.SZ,300102,乾照光电,半导体,20100812
002465.SZ,002465,海格通信,通信设备,20100831
002484.SZ,002484,江海股份,元器件,20100929
300126.SZ,300126,锐奇股份,轻工机械,20101013
002468.SZ,002468,申通快递,仓储物流,20100908
300110.SZ,300110,华仁药业,化学制药,20100825
300173.SZ,300173,ST福能,轻工机械,20110201
002476.SZ,002476,宝莫股份,化工原料,20100915
002470.SZ,002470,金正大,农药化肥,20100908
300107.SZ,300107,建新股份,化工原料,20100820
300305.SZ,300305,裕兴股份,塑料,20120329
300106.SZ,300106,西部牧业,乳制品,20100820
300113.SZ,300113,顺网科技,互联网,20100827
302132.SZ,302132,中航成飞,航空,20100827
300112.SZ,300112,万讯自控,电器仪表,20100827
300133.SZ,300133,华策影视,影视音像,20101026
300129.SZ,300129,泰胜风能,电气设备,20101019
300118.SZ,300118,东方日升,电气设备,20100902
300109.SZ,300109,新开源,化工原料,20100825
300111.SZ,300111,向日葵,化学制药,20100827
002478.SZ,002478,常宝股份,钢加工,20100921
002471.SZ,002471,中超控股,电气设备,20100910
300115.SZ,300115,长盈精密,元器件,20100902
002527.SZ,002527,新时达,电器仪表,20101224
002530.SZ,002530,金财互联,专用机械,20101231
002614.SZ,002614,奥佳华,家用电器,20110909
002472.SZ,002472,双环传动,汽车配件,20100910
002569.SZ,002569,*ST步森,服饰,20110412
002595.SZ,002595,豪迈科技,专用机械,20110628
002475.SZ,002475,立讯精密,元器件,20100915
300120.SZ,300120,经纬辉开,元器件,20100917
300128.SZ,300128,锦富技术,元器件,20101013
002479.SZ,002479,富春环保,新型电力,20100921
002480.SZ,002480,新筑股份,运输设备,20100921
002481.SZ,002481,双塔食品,食品,20100921
300121.SZ,300121,阳谷华泰,化工原料,20100917
300119.SZ,300119,瑞普生物,农业综合,20100917
300125.SZ,300125,*ST聆达,电气设备,20101013
002486.SZ,002486,嘉麟杰,服饰,20101015
002485.SZ,002485,ST雪发,商贸代理,20101015
002482.SZ,002482,广田集团,装修装饰,20100929
002500.SZ,002500,山西证券,证券,20101115
002521.SZ,002521,齐峰新材,造纸,20101210
300123.SZ,300123,亚光科技,半导体,20100928
300122.SZ,300122,智飞生物,生物制药,20100928
002488.SZ,002488,金固股份,汽车配件,20101021
002487.SZ,002487,大金重工,电气设备,20101015
002495.SZ,002495,佳隆股份,食品,20101102
002615.SZ,002615,哈尔斯,家居用品,20110909
300127.SZ,300127,银河磁体,矿物制品,20101013
002518.SZ,002518,科士达,电气设备,20101207
002493.SZ,002493,荣盛石化,化纤,20101102
002491.SZ,002491,通鼎互联,通信设备,20101021
002483.SZ,002483,润邦股份,专用机械,20100929
300134.SZ,300134,大富科技,通信设备,20101026
300130.SZ,300130,新国都,IT设备,20101019
300135.SZ,300135,宝利国际,石油加工,20101026
300329.SZ,300329,海伦钢琴,文教休闲,20120619
002497.SZ,002497,雅化集团,小金属,20101109
002494.SZ,002494,华斯股份,服饰,20101102
300401.SZ,300401,花园生物,化学制药,20141009
300131.SZ,300131,英唐智控,元器件,20101019
002498.SZ,002498,汉缆股份,电气设备,20101109
300137.SZ,300137,先河环保,环境保护,20101105
300132.SZ,300132,青松股份,化工原料,20101026
002643.SZ,002643,万润股份,化工原料,20111220
002805.SZ,002805,丰元股份,电气设备,20160707
300138.SZ,300138,晨光生物,食品,20101105
300136.SZ,300136,信维通信,元器件,20101105
002889.SZ,002889,东方嘉盛,仓储物流,20170731
300142.SZ,300142,沃森生物,生物制药,20101112
002501.SZ,002501,利源股份,铝,20101117
300141.SZ,300141,和顺电气,电气设备,20101112
300140.SZ,300140,节能环境,环境保护,20101112
002511.SZ,002511,中顺洁柔,造纸,20101125
002510.SZ,002510,天汽模,汽车配件,20101125
002554.SZ,002554,惠博普,石油开采,20110225
002508.SZ,002508,老板电器,家用电器,20101123
002738.SZ,002738,中矿资源,小金属,20141230
300154.SZ,300154,瑞凌股份,机械基件,20101229
300331.SZ,300331,苏大维格,元器件,20120628
300144.SZ,300144,宋城演艺,旅游景点,20101209
300143.SZ,300143,盈康生命,医疗保健,20101209
002514.SZ,002514,宝馨科技,机械基件,20101203
002507.SZ,002507,涪陵榨菜,食品,20101123
002513.SZ,002513,蓝丰生化,新型电力,20101203
002515.SZ,002515,金字火腿,食品,20101203
300145.SZ,300145,南方泵业,机械基件,20101209
300148.SZ,300148,天舟文化,出版业,20101215
002520.SZ,002520,日发精机,机床制造,20101210
002512.SZ,002512,ST达华,IT设备,20101203
300168.SZ,300168,万达信息,软件服务,20110125
300158.SZ,300158,振东制药,化学制药,20110107
002516.SZ,002516,旷达科技,汽车配件,20101207
002517.SZ,002517,恺英网络,互联网,20101207
002519.SZ,002519,银河电子,通信设备,20101207
300157.SZ,300157,新锦动力,专用机械,20110107
002522.SZ,002522,浙江众成,塑料,20101210
300146.SZ,300146,汤臣倍健,食品,20101215
300149.SZ,300149,睿智医药,生物制药,20101222
002743.SZ,002743,富煌钢构,钢加工,20150217
002547.SZ,002547,春兴精工,汽车配件,20110218
300155.SZ,300155,安居宝,IT设备,20110107
300151.SZ,300151,昌红科技,专用机械,20101222
002606.SZ,002606,大连电瓷,电气设备,20110805
002524.SZ,002524,光正眼科,医疗保健,20101217
002528.SZ,002528,ST英飞拓,IT设备,20101224
